,station_name,lat,lng,city,district,village
0,捷運橋頭火車站,22.75931,120.30988,高雄市,橋頭區,橋頭里
1,高雄高商(五褔二路),22.62546,120.30784,高雄市,新興區,永寧里
2,澄清湖,22.65331,120.34949,高雄市,鳥松區,大華里
3,察哈爾街口,22.64692,120.29658,高雄市,三民區,安邦里
4,臺鐵鳳山站,22.63155,120.35767,高雄市,鳳山區,文華里
5,下勤和,23.16805,120.7756,高雄市,桃源區,勤和里
6,衛武社區,22.62695,120.34431,高雄市,苓雅區,衛武里
7,美術館(明誠四路),22.66205,120.28635,高雄市,鼓山區,龍水里
8,五福民權路口(高雄高商),22.62615,120.31039,高雄市,新興區,浩然里
9,安東街口(十全二路),22.64599,120.29533,高雄市,三民區,安邦里
10,中央圓環,22.72192,120.30482,高雄市,楠梓區,瑞屏里
11,明正國小(捷運草衙站),22.58118,120.3277,高雄市,前鎮區,明正里
12,文學院,22.63374,120.26131,高雄市,鼓山區,桃源里
13,中鴻鋼鐵(岡山),22.82472,120.29884,高雄市,岡山區,嘉興里
14,臺鐵正義站(澄清路),22.63416,120.34456,高雄市,三民區,寶民里
15,重和路口,22.68218,120.3142,高雄市,左營區,福山里
16,中賢里,22.90801,120.20602,高雄市,湖內區,中賢里
17,中興(新發公路),22.99612,120.64309,高雄市,六龜區,中興里
18,育德街口,22.81186,120.28008,高雄市,岡山區,灣裡里
19,四維國小(民權一路),22.62274,120.31216,高雄市,苓雅區,晴朗里
20,輕軌凱旋公園站(中正一路),22.62996,120.32408,高雄市,苓雅區,正言里
21,茄萣站,22.86876,120.19884,高雄市,茄萣區,崎漏里
22,五福中正路口,22.62973,120.32064,高雄市,苓雅區,凱旋里
23,木業公司(六龜),23.00046,120.64495,高雄市,六龜區,中興里
24,大寮農會,22.60159,120.39788,高雄市,大寮區,會社里
25,美崙山,23.06753,120.68565,高雄市,六龜區,新發里
26,中崙一路,22.6009,120.35051,高雄市,鳳山區,中崙里
27,衛武營都會公園(南京路),22.61798,120.34572,高雄市,鳳山區,國隆里
28,必勝路,22.67543,120.284,高雄市,左營區,自助里
29,復華中學,22.6205,120.31417,高雄市,苓雅區,普天里
30,鳳山行政中心(澄清路),22.63032,120.34451,高雄市,鳳山區,忠孝里
31,正義高中,22.60113,120.34013,高雄市,鳳山區,正義里
32,捷運楠梓加工區站,22.71835,120.30649,高雄市,楠梓區,宏毅里
33,先鋒路,22.67865,120.28271,高雄市,左營區,崇實里
34,金屬中心,22.71441,120.32599,高雄市,楠梓區,稔田里
35,監理所(高楠路),22.73266,120.32024,高雄市,楠梓區,惠民里
36,成功南路,22.7506,120.31406,高雄市,橋頭區,橋南里
37,新庄(新莊路),22.74556,120.30183,高雄市,橋頭區,新莊里
38,高雄車站(中山路),22.63682,120.30221,高雄市,三民區,港西里
39,鳳南路口,22.59217,120.3404,高雄市,鳳山區,南成里
40,濟天宮(國慶六街),22.58758,120.33797,高雄市,前鎮區,明正里
41,六龜新站(親水公園),23.00615,120.64858,高雄市,六龜區,興龍里
42,灣子內(岡山),22.80953,120.28278,高雄市,岡山區,灣裡里
43,北嶺墘,22.82115,120.26947,高雄市,路竹區,北嶺里
44,味全公司,22.82728,120.26658,高雄市,路竹區,北嶺里
45,立大食品廠,22.83649,120.26476,高雄市,路竹區,北嶺里
46,鳳鳴國小,22.51528,120.35778,高雄市,小港區,龍鳳里
47,東盟公司,22.84868,120.26247,高雄市,路竹區,竹南里
48,南路竹,22.85523,120.26117,高雄市,路竹區,竹南里
49,路竹,22.859,120.26014,高雄市,路竹區,竹東里
50,北路竹,22.86303,120.25795,高雄市,路竹區,竹東里
51,國際商工(輕軌五權國小站),22.62103,120.32644,高雄市,苓雅區,朝陽里
52,高新醫院,22.86554,120.25679,高雄市,路竹區,竹東里
53,中山大仁路口,22.87349,120.25422,高雄市,路竹區,竹東里
54,大湖火車站,22.87771,120.25243,高雄市,湖內區,湖東里
55,橡膠廠,22.59477,120.28243,高雄市,旗津區,南汕里
56,烏松,22.59842,120.28018,高雄市,旗津區,北汕里
57,南勢巷站,22.77639,120.41319,高雄市,燕巢區,深水里
58,台農飼料廠,22.8982,120.23618,高雄市,湖內區,太爺里
59,牛蹄寮(富樂夢觀光工廠),22.90227,120.2319,高雄市,湖內區,太爺里
60,太爺(湖內國中),22.90895,120.22739,高雄市,湖內區,太爺里
61,嘉南藥理大學,22.92101,120.22506,台南市,仁德區,保安里
62,三信家商,22.62199,120.32926,高雄市,苓雅區,福海里
63,保安里,22.92356,120.22375,台南市,仁德區,保安里
64,橋頭市場,22.75525,120.31129,高雄市,橋頭區,仕隆里
65,台糖花卉中心,22.74092,120.3251,高雄市,楠梓區,清豐里
66,牛稠仔,22.95366,120.21774,台南市,仁德區,仁愛里
67,二空新村,22.96123,120.21711,台南市,東區,東智里
68,空軍醫院,22.96553,120.21644,台南市,東區,崇明里
69,大同巷,22.96871,120.21598,台南市,東區,崇明里
70,大林(大同路二段),22.97461,120.21436,台南市,東區,大福里
71,大同路,22.97678,120.2139,台南市,南區,新生里
72,南台南,22.98133,120.21137,台南市,中西區,法華里
73,五塊厝(三多一路),22.62288,120.33177,高雄市,苓雅區,福人里
74,健康路,22.98132,120.20664,台南市,南區,竹溪里
75,南門路,22.98166,120.20374,台南市,中西區,大南里
76,府前路口,22.98814,120.20462,台南市,中西區,郡王里
77,忠義路,22.99063,120.20264,台南市,中西區,永華里
78,西門路二段,22.99521,120.1993,台南市,中西區,水仙里
79,西門路三段,22.99929,120.20108,台南市,中西區,普濟里
80,成功路(台南),22.99848,120.20452,台南市,中西區,赤嵌里
81,台南火車站,22.99746,120.21003,台南市,中西區,赤嵌里
82,頂烏松,22.59842,120.28018,高雄市,旗津區,北汕里
83,中洲三路,22.60182,120.27692,高雄市,旗津區,復興里
84,自由路(被服廠),22.62499,120.34559,高雄市,鳳山區,協和里
85,鳳鳴里,22.51372,120.35934,高雄市,小港區,鳳鳴里
86,七賢二路,22.63478,120.30078,高雄市,新興區,建華里
87,捷運都會公園站,22.7301,120.32063,高雄市,楠梓區,惠豐里
88,民族裕誠路口,22.6649,120.31636,高雄市,三民區,鼎泰里
89,民族派出所,22.64806,120.31707,高雄市,三民區,灣中里
90,捷運技擊館站,22.62754,120.33421,高雄市,苓雅區,正大里
91,逢甲路,22.67073,120.48786,屏東縣,屏東市,武廟里
92,屏東電信局,22.67062,120.48966,屏東縣,屏東市,金泉里
93,自由路(建華一街口),22.66687,120.48669,屏東縣,屏東市,擇仁里
94,勞工處,22.66506,120.48213,屏東縣,屏東市,厚生里
95,自由市場,22.62569,120.35103,高雄市,鳳山區,協和里
96,大同國小,22.66535,120.47653,屏東縣,屏東市,安鎮里
97,青果社,22.66144,120.46975,屏東縣,屏東市,清溪里
98,建國路,22.65835,120.46792,屏東縣,屏東市,清溪里
99,西屏東,22.65452,120.46307,屏東縣,屏東市,前進里
100,磚仔窯,22.64215,120.41769,高雄市,大寮區,義和里
101,鳳屏二路,22.64154,120.4135,高雄市,大寮區,江山里
102,海邊新田路口,22.61977,120.29211,高雄市,苓雅區,博仁里
103,江山村口,22.64015,120.40512,高雄市,大寮區,後庄里
104,慈惠醫院,22.63868,120.39748,高雄市,大寮區,後庄里
105,高雄客運鳳山站(澄瀾砲台),22.62454,120.35698,高雄市,鳳山區,興仁里
106,後庄(鳳屏一路),22.63743,120.39463,高雄市,大寮區,中庄里
107,後庄農會,22.63627,120.39264,高雄市,大寮區,中庄里
108,新光高中(鳳屏一路),22.63471,120.38987,高雄市,大寮區,後庄里
109,中庄,22.63082,120.38443,高雄市,大寮區,後庄里
110,埤頂,22.62758,120.3791,高雄市,鳳山區,鳳東里
111,鳳山轉運站(捷運大東站),22.6261,120.36337,高雄市,鳳山區,新興里
112,上埤頂,22.62658,120.37629,高雄市,鳳山區,埤頂里
113,中山東路,22.62625,120.37529,高雄市,鳳山區,埤頂里
114,捷運鳳山國中站(郵局),22.62448,120.37142,高雄市,鳳山區,東門里
115,通益市場,22.62912,120.3539,高雄市,鳳山區,鎮西里
116,中山國小(光復路),22.62925,120.34996,高雄市,鳳山區,忠孝里
117,婦幼館,22.62934,120.34776,高雄市,鳳山區,忠孝里
118,興達國小,22.87545,120.19624,高雄市,茄萣區,崎漏里
119,覺民路口(澄清路),22.63746,120.34486,高雄市,三民區,寶業里
120,澄清路,22.64267,120.34608,高雄市,三民區,本揚里
121,鳳山龍山寺,22.6217,120.35984,高雄市,鳳山區,和興里
122,澄清湖棒球場,22.65522,120.36008,高雄市,鳥松區,鳥松里
123,鳥松區公所(中正路),22.65983,120.36414,高雄市,鳥松區,鳥松里
124,十九灣,22.67097,120.36138,高雄市,仁武區,考潭里
125,考潭,22.67702,120.35811,高雄市,仁武區,考潭里
126,灣子內(仁武),22.68232,120.35504,高雄市,仁武區,灣內里
127,新庄(鳳仁路),22.69291,120.34968,高雄市,仁武區,文武里
128,八卦寮,22.69603,120.34825,高雄市,仁武區,文武里
129,通法寺,22.69888,120.34679,高雄市,仁武區,仁武里
130,仁武區公所(派出所),22.7015,120.34846,高雄市,仁武區,仁武里
131,黃埔新村,22.62042,120.36436,高雄市,鳳山區,誠正里
132,仁武里,22.70236,120.35213,高雄市,仁武區,仁武里
133,文武橋,22.9868,120.63707,高雄市,六龜區,文武里
134,安樂一街口,22.70927,120.35315,高雄市,仁武區,文武里
135,後庄(中正路),22.71479,120.35206,高雄市,仁武區,文武里
136,林子邊,22.72239,120.35043,高雄市,大社區,中里里
137,三奶里,22.72692,120.3484,高雄市,大社區,觀音里
138,大社農會,22.72956,120.34683,高雄市,大社區,大社里
139,三中路口(三民路),22.73076,120.34332,高雄市,大社區,大社里
140,高雄少年法院,22.73096,120.33538,高雄市,楠梓區,五常里
141,楠梓路口,22.72832,120.33032,高雄市,楠梓區,享平里
142,東門,22.62365,120.36938,高雄市,鳳山區,東門里
143,崎漏電信局,22.87458,120.19386,高雄市,茄萣區,崎漏里
144,永豐路口,22.60566,120.33413,高雄市,前鎮區,瑞隆里
145,中一街,22.72077,120.30716,高雄市,楠梓區,瑞屏里
146,草衙市場,22.57849,120.32236,高雄市,前鎮區,草衙里
147,銘傳路口(九如四路),22.66576,120.28433,高雄市,鼓山區,前峰里
148,岡山農工(河華路),22.80128,120.29085,高雄市,岡山區,壽天里
149,捷運鳳山站,22.62598,120.35614,高雄市,鳳山區,興仁里
150,台上街,22.80493,120.29722,高雄市,岡山區,台上里
151,文山學園,22.64081,120.34879,高雄市,鳳山區,文衡里
152,大埤,22.88042,120.34639,高雄市,阿蓮區,峰山里
153,黃埔四村,22.62233,120.37373,高雄市,鳳山區,誠信里
154,臺鐵內惟站,22.66575,120.28801,高雄市,鼓山區,龍水里
155,赤崁東路(新富光),22.74207,120.25348,高雄市,梓官區,赤崁里
156,民權路,22.73471,120.34862,高雄市,大社區,保安里
157,八德路一(鳳松路口),22.63864,120.3624,高雄市,鳳山區,文山里
158,前鋒社區,22.66734,120.28548,高雄市,鼓山區,雄峰里
159,舊鐵橋溼地(三和瓦窯),22.663,120.4264,高雄市,大樹區,竹寮里
160,大昌醫院,22.65779,120.31989,高雄市,三民區,灣子里
161,崎漏農會,22.8738,120.19145,高雄市,茄萣區,崎漏里
162,五甲三誠路口,22.59221,120.32684,高雄市,鳳山區,五福里
163,大樹區公所,22.6851,120.41481,高雄市,大樹區,龍目里
164,坔埔,22.65803,120.3848,高雄市,鳥松區,坔埔里
165,影劇七村,22.62055,120.38138,高雄市,大寮區,忠義里
166,高碼山莊,22.65821,120.38947,高雄市,鳥松區,華美里
167,華美,22.65842,120.39191,高雄市,鳥松區,仁美里
168,仁美國小,22.65798,120.3942,高雄市,鳥松區,仁美里
169,井仔腳,22.66837,120.40939,高雄市,大樹區,井腳里
170,小坪頂,22.68069,120.40899,高雄市,大樹區,小坪里
171,龍目,22.68545,120.41644,高雄市,大樹區,龍目里
172,大樹路,22.68713,120.4245,高雄市,大樹區,大樹里
173,大樹市場,22.68814,120.43236,高雄市,大樹區,檨腳里
174,商協一號,22.61849,120.3838,高雄市,大寮區,忠義里
175,大樹分駐所,22.69036,120.43318,高雄市,大樹區,檨腳里
176,大樹,22.692,120.43246,高雄市,大樹區,檨腳里
177,水管路口(神農路),22.65941,120.37306,高雄市,鳥松區,坔埔里
178,五甲市場,22.59573,120.33158,高雄市,鳳山區,南和里
179,岡山交流道,22.78718,120.31856,高雄市,燕巢區,瓊林里
180,大社中正路(保社里),22.74652,120.35078,高雄市,大社區,保社里
181,吉貝公司,22.73981,120.34851,高雄市,大社區,保社里
182,中都濕地公園(同盟三路),22.64865,120.2855,高雄市,三民區,德西里
183,經五路,22.72164,120.30185,高雄市,楠梓區,瑞屏里
184,自強三路口(三多四路),22.61268,120.30098,高雄市,苓雅區,意誠里
185,台貿六村,22.61563,120.38682,高雄市,大寮區,光武里
186,小港行政中心,22.56514,120.3382,高雄市,小港區,港南里
187,北汕巷,22.59893,120.27757,高雄市,旗津區,北汕里
188,鳳源里,22.52464,120.34457,高雄市,小港區,鳳源里
189,中山路(中正路口),22.7319,120.34825,高雄市,大社區,大社里
190,安招里,22.79086,120.33963,高雄市,燕巢區,瓊林里
191,橋頭地檢署,22.73899,120.30478,高雄市,橋頭區,新莊里
192,福山國中,22.67932,120.31457,高雄市,左營區,福山里
193,明善堂(黃埔路),22.62298,120.36562,高雄市,鳳山區,鎮東里
194,坊崁,22.76147,120.44685,高雄市,大樹區,統嶺里
195,統嶺坑,22.75617,120.44774,高雄市,大樹區,統嶺里
196,麻竹園,22.74633,120.44707,高雄市,大樹區,興田里
197,商協二號,22.61389,120.38895,高雄市,大寮區,光武里
198,大樹農會,22.69094,120.43227,高雄市,大樹區,檨腳里
199,興山里,22.69412,120.42545,高雄市,大樹區,興山里
200,和山里口,22.69703,120.4205,高雄市,大樹區,興山里
201,山頂崎腳,22.69652,120.4097,高雄市,大樹區,和山里
202,五叉路口,22.69958,120.40542,高雄市,大樹區,和山里
203,崎頂,22.7016,120.39617,高雄市,仁武區,烏林里
204,清淨寺A(仁林路),22.7011,120.39083,高雄市,仁武區,烏林里
205,油庫,22.70115,120.38796,高雄市,仁武區,烏林里
206,磚廠,22.69877,120.37962,高雄市,仁武區,烏林里
207,久保祥公司,22.69201,120.37009,高雄市,仁武區,烏林里
208,山仔頂,22.61103,120.39241,高雄市,大寮區,山頂里
209,東亞漆廠,22.68862,120.36687,高雄市,仁武區,考潭里
210,忠山藥廠,22.68584,120.36414,高雄市,仁武區,考潭里
211,埤內巷,22.68262,120.36427,高雄市,仁武區,考潭里
212,天后宮(成功路),22.68146,120.3621,高雄市,仁武區,考潭里
213,考潭里,22.67938,120.36195,高雄市,仁武區,考潭里
214,綠園山莊,22.67679,120.36292,高雄市,仁武區,考潭里
215,鞏威新村,22.67439,120.36356,高雄市,仁武區,考潭里
216,經三路口,22.72124,120.30614,高雄市,楠梓區,瑞屏里
217,建工路,22.64834,120.31897,高雄市,三民區,正興里
218,西塢食品,22.75037,120.35208,高雄市,大社區,保社里
219,經五開發路口,22.72045,120.30239,高雄市,楠梓區,瑞屏里
220,輔英科大,22.60847,120.39478,高雄市,大寮區,永芳里
221,明善堂,22.62358,120.36687,高雄市,鳳山區,鎮東里
222,杉林分駐所,22.97439,120.54165,高雄市,杉林區,上平里
223,大仁路(裕賀牛觀光工廠),22.77018,120.38329,高雄市,燕巢區,橫山里
224,營房(大樹),22.67968,120.42592,高雄市,大樹區,大樹里
225,綠陽山莊,22.67391,120.42588,高雄市,大樹區,竹寮里
226,竹寮,22.672,120.42602,高雄市,大樹區,竹寮里
227,雄獅大地,22.66932,120.42603,高雄市,大樹區,竹寮里
228,九大加油站,22.65844,120.42476,高雄市,大樹區,九曲里
229,大樹國中,22.65644,120.42265,高雄市,大樹區,九曲里
230,庄內(九曲北極殿),22.65084,120.42242,高雄市,大樹區,九曲里
231,勵志新城,22.78994,120.29627,高雄市,岡山區,忠孝里
232,九曲路,22.64778,120.4205,高雄市,大樹區,九曲里
233,建軍路口,22.62866,120.34153,高雄市,鳳山區,忠義里
234,中正國小,22.63111,120.33441,高雄市,苓雅區,正道里
235,輔仁路口(建國一路),22.63184,120.332,高雄市,苓雅區,正大里
236,大仁國中,22.63271,120.32932,高雄市,苓雅區,五福里
237,福德市場,22.6329,120.32734,高雄市,苓雅區,正文里
238,聖功醫院,22.63269,120.32461,高雄市,苓雅區,五權里
239,道明中學,22.63311,120.32276,高雄市,苓雅區,五權里
240,凱旋路口,22.63396,120.31908,高雄市,三民區,港新里
241,建國二路,22.63737,120.31221,高雄市,三民區,港新里
242,大寮,22.60111,120.39938,高雄市,大寮區,會社里
243,鐵路新村,22.63752,120.30824,高雄市,三民區,博愛里
244,南安國小,22.76443,120.24339,高雄市,彌陀區,漯底里
245,公館(大樹),22.67703,120.42545,高雄市,大樹區,竹寮里
246,翠屏路口(中山路),22.73165,120.35027,高雄市,大社區,大社里
247,橋頭地方法院(1),22.73876,120.30453,高雄市,橋頭區,新莊里
248,山明路(北林路),22.5643,120.36472,高雄市,小港區,山明里
249,大寮路口,22.59773,120.40063,高雄市,大寮區,會社里
250,油管路口,22.60645,120.35445,高雄市,鳳山區,中榮里
251,國校前,22.90326,120.18377,高雄市,茄萣區,嘉賜里
252,仕豐路,22.75084,120.30804,高雄市,橋頭區,仕和里
253,九甲圍,22.74222,120.29439,高雄市,橋頭區,甲北里
254,甲昌路,22.7388,120.29449,高雄市,橋頭區,甲南里
255,甲圍國小,22.7361,120.29324,高雄市,橋頭區,甲南里
256,中山高中,22.72834,120.29171,高雄市,楠梓區,藍田里
257,左營高中,22.69357,120.29704,高雄市,左營區,進學里
258,北昌五街口,22.64303,120.37408,高雄市,鳳山區,鎮北里
259,左營南站,22.67954,120.28732,高雄市,左營區,埤西里
260,極光精舍,22.59372,120.40752,高雄市,大寮區,大寮里
261,海青工商,22.67478,120.28653,高雄市,左營區,自助里
262,明誠中學,22.66574,120.29155,高雄市,鼓山區,龍水里
263,海專路口(德賢路),22.72765,120.30922,高雄市,楠梓區,翠屏里
264,立群路口,22.56302,120.35518,高雄市,小港區,店鎮里
265,軟體園區,22.6046,120.29933,高雄市,前鎮區,鎮北里
266,中興里,22.72476,120.27765,高雄市,楠梓區,中興里
267,山明里,22.5621,120.3665,高雄市,小港區,店鎮里
268,三丘田,22.87775,120.59981,高雄市,六龜區,新寮里
269,紫竹寺,22.99892,120.5518,高雄市,杉林區,杉林里
270,榮佑路,22.68176,120.32083,高雄市,左營區,福山里
271,新福市場,22.59252,120.41063,高雄市,大寮區,大寮里
272,岡山國小,22.79092,120.29449,高雄市,岡山區,忠孝里
273,中正堂(岡山),22.79077,120.28939,高雄市,岡山區,仁壽里
274,大義二路口,22.78744,120.28648,高雄市,岡山區,仁壽里
275,醒村,22.78445,120.28423,高雄市,岡山區,後協里
276,後協,22.78434,120.28229,高雄市,岡山區,後協里
277,西後協,22.78433,120.27648,高雄市,岡山區,後協里
278,頂潭路口,22.77905,120.26981,高雄市,岡山區,福興里
279,福興里,22.77715,120.26919,高雄市,岡山區,福興里
280,石螺潭,22.7726,120.26843,高雄市,岡山區,石潭里
281,包公廟路口,22.59176,120.41381,高雄市,大寮區,大寮里
282,春木工廠,22.76582,120.26733,高雄市,梓官區,梓信里
283,北梓官,22.76251,120.26684,高雄市,梓官區,梓義里
284,大舍甲農會(大舍西路),22.74695,120.26151,高雄市,梓官區,大舍里
285,赤崁東路(北赤崁),22.74045,120.25106,高雄市,梓官區,赤東里
286,赤崁(梓官),22.73761,120.24765,高雄市,梓官區,赤東里
287,蚵寮國小(南赤崁),22.73443,120.2494,高雄市,梓官區,赤東里
288,蚵寮教會,22.73336,120.25052,高雄市,梓官區,禮蚵里
289,茄冬坑,22.735,120.25401,高雄市,梓官區,茄苳里
290,典寶,22.73699,120.25813,高雄市,梓官區,典寶里
291,典寶橋,22.73832,120.26436,高雄市,梓官區,典寶里
292,大寮國小,22.5911,120.41681,高雄市,大寮區,大寮里
293,北林路,22.56028,120.36815,高雄市,小港區,店鎮里
294,新光人壽,22.50016,120.39288,高雄市,林園區,文賢里
295,六龜大橋,22.99665,120.64144,高雄市,六龜區,中興里
296,南屏路,22.657,120.30007,高雄市,鼓山區,龍子里
297,中正西路,22.7824,120.24693,高雄市,彌陀區,彌仁里
298,彌壽宮,22.7784,120.24735,高雄市,彌陀區,彌壽里
299,彌陀國中(進學路),22.77616,120.24676,高雄市,彌陀區,海尾里
300,漯底路,22.76917,120.24483,高雄市,彌陀區,漯底里
301,頂厝(彌陀),22.76542,120.24348,高雄市,彌陀區,漯底里
302,南天宮(彌陀),22.76073,120.2385,高雄市,彌陀區,南寮里
303,大明街口,22.59086,120.41897,高雄市,大寮區,大寮里
304,南寮,22.76021,120.23667,高雄市,彌陀區,南寮里
305,秀傳醫院,22.7965,120.29453,高雄市,岡山區,岡山里
306,壽華路,22.79727,120.29312,高雄市,岡山區,壽天里
307,空軍機校,22.79919,120.28465,高雄市,岡山區,壽峰里
308,育才路口,22.80513,120.27699,高雄市,岡山區,本洲里
309,南本洲,22.80735,120.26524,高雄市,岡山區,本洲里
310,本洲,22.80787,120.26102,高雄市,岡山區,本洲里
311,西本洲,22.80808,120.25847,高雄市,永安區,維新里
312,工業區(本洲),22.8083,120.25162,高雄市,永安區,維新里
313,維新-岡,22.80827,120.24677,高雄市,永安區,維新里
314,上寮路口(大寮路),22.59194,120.42199,高雄市,大寮區,上寮里
315,西維新,22.80943,120.24329,高雄市,永安區,維新里
316,天文宮,22.81336,120.24279,高雄市,永安區,維新里
317,南天宮(永安),22.81653,120.24152,高雄市,永安區,維新里
318,牧場,22.81874,120.24044,高雄市,永安區,維新里
319,永安國中,22.82349,120.23828,高雄市,永安區,保寧里
320,永安,22.81856,120.22627,高雄市,永安區,永華里
321,永安國小,22.81589,120.22437,高雄市,永安區,永華里
322,西永安,22.81677,120.22139,高雄市,永安區,永華里
323,新港,22.81779,120.21064,高雄市,永安區,新港里
324,新港國小,22.82192,120.20879,高雄市,永安區,新港里
325,北新港,22.82839,120.20657,高雄市,永安區,新港里
326,鹽村,22.83349,120.2086,高雄市,永安區,鹽田里
327,華中路,22.58986,120.42875,高雄市,大寮區,大寮里
328,鹽田,22.83405,120.20971,高雄市,永安區,鹽田里
329,塭仔邊,22.82965,120.21314,高雄市,永安區,鹽田里
330,永仁公園,22.68259,120.33212,高雄市,仁武區,八卦里
331,六張犁,22.90867,120.49043,高雄市,旗山區,永和里
332,圓富里,22.91598,120.49455,高雄市,旗山區,圓富里
333,口隘庄內,22.92029,120.49629,高雄市,旗山區,圓富里
334,口隘,22.92235,120.49714,高雄市,旗山區,圓富里
335,圓潭農會,22.92693,120.50024,高雄市,旗山區,圓富里
336,圓潭農場,22.92939,120.50205,高雄市,旗山區,中正里
337,圓潭,22.9325,120.5033,高雄市,旗山區,中正里
338,中隘,22.93943,120.50671,高雄市,旗山區,中正里
339,大發工業區管理中心,22.58221,120.42875,高雄市,大寮區,過溪里
340,埔姜林,22.94907,120.51104,高雄市,旗山區,大林里
341,大林(旗甲路四段),22.95954,120.51578,高雄市,旗山區,大林里
342,旗甲二路,22.96078,120.51791,高雄市,旗山區,大林里
343,刺仔寮,22.96125,120.52865,高雄市,杉林區,月眉里
344,杉林農會,22.9643,120.53211,高雄市,杉林區,月眉里
345,月眉,22.96754,120.5337,高雄市,杉林區,月眉里
346,電力公司(杉林),22.96992,120.53612,高雄市,杉林區,月眉里
347,杉林國中,22.97074,120.53877,高雄市,杉林區,月眉里
348,杉林區公所(衛生所),22.97194,120.53996,高雄市,杉林區,上平里
349,中興北路一,22.69317,120.43295,高雄市,大樹區,檨腳里
350,潮寮活動中心,22.56595,120.42867,高雄市,大寮區,潮寮里
351,南河,22.97769,120.54453,高雄市,杉林區,上平里
352,杉林里,22.99867,120.54988,高雄市,杉林區,杉林里
353,杉林角,22.99904,120.55785,高雄市,杉林區,杉林里
354,內灣,23.0068,120.56979,高雄市,杉林區,杉林里
355,白水泉,23.01704,120.5547,高雄市,杉林區,木梓里
356,木梓國小,23.01948,120.54632,高雄市,杉林區,木梓里
357,木梓,23.02108,120.54394,高雄市,杉林區,木梓里
358,潮寮國中,22.56427,120.4251,高雄市,大寮區,潮寮里
359,六龜農會(光復路),22.99545,120.63514,高雄市,六龜區,義寶里
360,六龜戲院前,22.99528,120.6377,高雄市,六龜區,義寶里
361,潮寮,22.5626,120.42855,高雄市,大寮區,潮寮里
362,興瓏,23.00512,120.64851,高雄市,六龜區,興龍里
363,育幼院,23.00599,120.65601,高雄市,六龜區,興龍里
364,舊潭,23.01248,120.66546,高雄市,六龜區,興龍里
365,北舊潭,23.01569,120.66545,高雄市,六龜區,興龍里
366,獅額頭,23.02234,120.66417,高雄市,六龜區,新發里
367,新發,23.02837,120.66338,高雄市,六龜區,新發里
368,新發國小,23.03169,120.66374,高雄市,六龜區,新發里
369,灰窯(六龜),23.03528,120.66524,高雄市,六龜區,新發里
370,頂新發,23.04314,120.66776,高雄市,六龜區,新發里
371,水冬瓜,23.05253,120.66756,高雄市,六龜區,荖濃里
372,會結,22.55439,120.42323,高雄市,大寮區,會結里
373,番仔埔,23.05966,120.6694,高雄市,六龜區,荖濃里
374,下崁,23.06961,120.67281,高雄市,六龜區,荖濃里
375,荖濃,23.07201,120.67303,高雄市,六龜區,荖濃里
376,荖濃國小,23.07311,120.673,高雄市,六龜區,荖濃里
377,下長份,23.07767,120.67556,高雄市,六龜區,荖濃里
378,長份,23.07942,120.67674,高雄市,六龜區,荖濃里
379,頂濃路口,23.08309,120.679,高雄市,六龜區,荖濃里
380,外埔,23.08499,120.67944,高雄市,六龜區,荖濃里
381,頂荖濃,23.08639,120.6799,高雄市,六龜區,荖濃里
382,大圳,23.08999,120.68288,高雄市,六龜區,荖濃里
383,昭明變電所站,22.54832,120.41156,高雄市,大寮區,義仁里
384,建山路口,23.09624,120.6826,高雄市,桃源區,建山里
385,大埔路口,23.10101,120.68341,高雄市,桃源區,建山里
386,妙通寺,23.10003,120.68594,高雄市,桃源區,建山里
387,羨仔腳,23.10531,120.69352,高雄市,桃源區,建山里
388,寶來,23.10829,120.69942,高雄市,六龜區,寶來里
389,露營區,23.0503,120.67516,高雄市,六龜區,新發里
390,寶來國中,23.11059,120.70299,高雄市,六龜區,寶來里
391,囉囉埔,23.11143,120.71228,高雄市,六龜區,寶來里
392,檢查哨,23.12001,120.70992,高雄市,桃源區,高中里
393,長老教會,23.13058,120.71922,高雄市,桃源區,高中里
394,高中二村,23.13412,120.72309,高雄市,桃源區,高中里
395,大肚關,23.13857,120.7391,高雄市,桃源區,高中里
396,舊社,23.14367,120.74806,高雄市,桃源區,高中里
397,深溝,23.15278,120.75889,高雄市,桃源區,桃源里
398,桃源區公所(衛生所),23.1589,120.76401,高雄市,桃源區,桃源里
399,桃源,23.15948,120.76572,高雄市,桃源區,桃源里
400,義仁路,22.54646,120.41004,高雄市,大寮區,義仁里
401,六龜農會(太平路),22.99561,120.63505,高雄市,六龜區,義寶里
402,美濃站,22.90168,120.5416,高雄市,美濃區,泰安里
403,美濃區公所(衛生所),22.89519,120.54252,高雄市,美濃區,合和里
404,水廠(中壇),22.88929,120.5369,高雄市,美濃區,祿興里
405,中壇,22.88715,120.53455,高雄市,美濃區,祿興里
406,中美旅社,22.88641,120.53265,高雄市,美濃區,祿興里
407,中壇廟,22.8866,120.52947,高雄市,美濃區,祿興里
408,昭明派出所,22.54471,120.40628,高雄市,大寮區,義仁里
409,中壇橋,22.88661,120.52601,高雄市,美濃區,祿興里
410,旗美商工,22.88627,120.51955,高雄市,美濃區,福安里
411,崙仔頂,22.88545,120.50907,高雄市,美濃區,福安里
412,旗山紙廠,22.88478,120.50288,高雄市,旗山區,東平里
